issue_date,issue_time_utc,target_time_utc,target_time_local,lead_hours,lead_day,turbine,p10,p50,p90,wind_speed_100m,wind_direction_100m,wind_speed_10m,wind_gusts_10m,temperature_2m,surface_pressure,weather_source,model_version,previous_p50,revision
2026-02-19,2026-02-19T18:00:00+00:00,2026-02-20T17:00:00+00:00,2026-02-20T22:00:00+05:00,23,1,t2,0.0385,0.4366,0.8879,8.05,63.0,3.88,1.1,5.5,953.7,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.656,-0.2194
2026-02-19,2026-02-19T18:00:00+00:00,2026-02-20T18:00:00+00:00,2026-02-20T23:00:00+05:00,24,1,t2,0.2017,0.5055,0.8593,8.31,66.0,4.34,3.0,4.5,952.8,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.5232,-0.0177
2026-02-20,2026-02-20T18:00:00+00:00,2026-02-20T19:00:00+00:00,2026-02-21T00:00:00+05:00,1,1,t2,0.2071,0.5128,0.8423,7.99,71.0,4.11,3.1,3.9,952.3,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.6472,-0.1344
2026-02-20,2026-02-20T18:00:00+00:00,2026-02-20T20:00:00+00:00,2026-02-21T01:00:00+05:00,2,1,t2,0.2144,0.5497,0.8643,7.53,77.0,3.97,3.6,4.0,951.9,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.6622,-0.1125
2026-02-20,2026-02-20T18:00:00+00:00,2026-02-20T21:00:00+00:00,2026-02-21T02:00:00+05:00,3,1,t2,0.1661,0.5001,0.8551,7.3,79.0,3.77,3.4,4.2,951.8,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.6245,-0.1244
2026-02-20,2026-02-20T18:00:00+00:00,2026-02-20T22:00:00+00:00,2026-02-21T03:00:00+05:00,4,1,t2,0.1457,0.4284,0.8495,6.85,74.0,3.5,3.3,4.2,951.3,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.5153,-0.0869
2026-02-20,2026-02-20T18:00:00+00:00,2026-02-20T23:00:00+00:00,2026-02-21T04:00:00+05:00,5,1,t2,0.1281,0.4244,0.8812,6.36,72.0,3.08,3.8,4.0,951.1,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.4275,-0.0031
2026-02-20,2026-02-20T18:00:00+00:00,2026-02-21T00:00:00+00:00,2026-02-21T05:00:00+05:00,6,1,t2,0.13,0.4117,0.8852,5.81,75.0,2.82,4.5,3.8,951.3,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.4618,-0.0501
2026-02-20,2026-02-20T18:00:00+00:00,2026-02-21T01:00:00+00:00,2026-02-21T06:00:00+05:00,7,1,t2,0.0975,0.4118,0.8727,4.94,74.0,2.3,4.4,3.2,951.4,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.3974,0.0144
2026-02-20,2026-02-20T18:00:00+00:00,2026-02-21T02:00:00+00:00,2026-02-21T07:00:00+05:00,8,1,t2,0.1047,0.4633,0.8849,4.62,84.0,2.3,4.2,3.3,951.2,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.3229,0.1404
2026-02-20,2026-02-20T18:00:00+00:00,2026-02-21T03:00:00+00:00,2026-02-21T08:00:00+05:00,9,1,t2,0.0802,0.3134,0.7963,4.51,75.0,2.59,4.9,4.7,951.9,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.3003,0.0131
2026-02-20,2026-02-20T18:00:00+00:00,2026-02-21T04:00:00+00:00,2026-02-21T09:00:00+05:00,10,1,t2,0.0092,0.182,0.5958,0.76,349.0,1.14,5.0,5.7,954.3,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.2323,-0.0503
2026-02-20,2026-02-20T18:00:00+00:00,2026-02-21T05:00:00+00:00,2026-02-21T10:00:00+05:00,11,1,t2,0.0063,0.1517,0.457,5.76,236.0,4.17,5.2,8.2,957.4,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.2229,-0.0712
2026-02-20,2026-02-20T18:00:00+00:00,2026-02-21T06:00:00+00:00,2026-02-21T11:00:00+05:00,12,1,t2,0.0993,0.501,0.9768,11.25,270.0,7.06,14.6,8.2,958.5,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.5218,-0.0208
2026-02-20,2026-02-20T18:00:00+00:00,2026-02-21T07:00:00+00:00,2026-02-21T12:00:00+05:00,13,1,t2,0.6401,0.9291,0.9594,11.51,268.0,7.1,15.0,7.8,959.6,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.6767,0.2524
2026-02-20,2026-02-20T18:00:00+00:00,2026-02-21T08:00:00+00:00,2026-02-21T13:00:00+05:00,14,1,t2,0.7493,0.9464,0.9634,13.05,270.0,8.3,14.9,7.2,960.5,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.733,0.2134
2026-02-20,2026-02-20T18:00:00+00:00,2026-02-21T09:00:00+00:00,2026-02-21T14:00:00+05:00,15,1,t2,0.6632,0.9255,0.9606,12.36,272.0,8.4,17.2,7.4,961.4,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.7282,0.1973
2026-02-20,2026-02-20T18:00:00+00:00,2026-02-21T10:00:00+00:00,2026-02-21T15:00:00+05:00,16,1,t2,0.5114,0.8943,0.9632,9.35,271.0,6.7,16.1,7.3,961.9,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.632,0.2623
2026-02-20,2026-02-20T18:00:00+00:00,2026-02-21T11:00:00+00:00,2026-02-21T16:00:00+05:00,17,1,t2,0.3712,0.7439,0.9645,7.45,272.0,5.01,14.0,7.2,962.0,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.4773,0.2666
2026-02-20,2026-02-20T18:00:00+00:00,2026-02-21T12:00:00+00:00,2026-02-21T17:00:00+05:00,18,1,t2,0.2524,0.6825,0.9106,6.35,268.0,3.66,14.3,5.8,962.5,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.372,0.3105
2026-02-20,2026-02-20T18:00:00+00:00,2026-02-21T13:00:00+00:00,2026-02-21T18:00:00+05:00,19,1,t2,0.1273,0.5088,0.8897,4.89,254.0,1.99,11.5,5.4,962.4,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.3603,0.1485
2026-02-20,2026-02-20T18:00:00+00:00,2026-02-21T14:00:00+00:00,2026-02-21T19:00:00+05:00,20,1,t2,0.0395,0.4592,0.8898,5.85,255.0,2.66,8.1,5.4,962.3,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.3197,0.1395
2026-02-20,2026-02-20T18:00:00+00:00,2026-02-21T15:00:00+00:00,2026-02-21T20:00:00+05:00,21,1,t2,0.0211,0.3179,0.7472,7.6,257.0,3.67,5.6,5.0,962.2,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.509,-0.1911
2026-02-20,2026-02-20T18:00:00+00:00,2026-02-21T16:00:00+00:00,2026-02-21T21:00:00+05:00,22,1,t2,0.0239,0.2935,0.6892,7.88,260.0,4.05,4.6,4.9,962.1,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.7705,-0.477
2026-02-20,2026-02-20T18:00:00+00:00,2026-02-21T17:00:00+00:00,2026-02-21T22:00:00+05:00,23,1,t2,0.0191,0.3021,0.6717,7.91,252.0,4.02,4.4,4.6,962.0,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.6724,-0.3703
2026-02-20,2026-02-20T18:00:00+00:00,2026-02-21T18:00:00+00:00,2026-02-21T23:00:00+05:00,24,1,t2,0.0155,0.3182,0.5066,5.03,245.0,2.17,3.3,3.2,961.5,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.7004,-0.3822
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-21T19:00:00+00:00,2026-02-22T00:00:00+05:00,1,1,t2,0.0079,0.2408,0.3592,4.46,240.0,1.9,3.1,2.4,961.2,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.6071,-0.3663
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-21T20:00:00+00:00,2026-02-22T01:00:00+05:00,2,1,t2,0.0076,0.1707,0.2972,4.56,238.0,1.87,3.1,1.7,960.5,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.6441,-0.4734
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-21T21:00:00+00:00,2026-02-22T02:00:00+05:00,3,1,t2,0.0061,0.0804,0.1879,3.52,238.0,1.48,3.1,0.3,959.8,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.4412,-0.3608
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-21T22:00:00+00:00,2026-02-22T03:00:00+05:00,4,1,t2,0.0076,0.0475,0.1857,1.98,221.0,0.95,3.1,-0.6,958.8,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.2544,-0.2069
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-21T23:00:00+00:00,2026-02-22T04:00:00+05:00,5,1,t2,0.0076,0.0211,0.0445,0.83,295.0,0.15,2.5,-1.3,958.3,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.1064,-0.0853
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-22T00:00:00+00:00,2026-02-22T05:00:00+05:00,6,1,t2,0.0077,0.0288,0.0522,0.5,53.0,0.49,1.4,-0.9,958.4,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.0468,-0.018
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-22T01:00:00+00:00,2026-02-22T06:00:00+05:00,7,1,t2,0.0079,0.031,0.1014,2.15,72.0,1.39,1.8,-1.3,957.8,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.035,-0.004
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-22T02:00:00+00:00,2026-02-22T07:00:00+05:00,8,1,t2,0.0024,0.096,0.3921,3.39,74.0,1.53,1.9,-0.9,956.9,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.0136,0.0824
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-22T03:00:00+00:00,2026-02-22T08:00:00+05:00,9,1,t2,0.0,0.1118,0.6921,5.57,64.0,2.82,2.2,1.8,957.2,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.038,0.0738
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-22T04:00:00+00:00,2026-02-22T09:00:00+05:00,10,1,t2,0.0024,0.2233,0.8304,5.82,60.0,3.79,3.9,3.6,957.1,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.0352,0.1881
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-22T05:00:00+00:00,2026-02-22T10:00:00+05:00,11,1,t2,0.0658,0.4544,0.9355,7.27,54.0,5.18,5.8,5.2,956.1,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.1156,0.3388
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-22T06:00:00+00:00,2026-02-22T11:00:00+05:00,12,1,t2,0.3803,0.7318,0.9721,8.18,51.0,6.09,12.7,6.9,955.4,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.2866,0.4452
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-22T07:00:00+00:00,2026-02-22T12:00:00+05:00,13,1,t2,0.5662,0.8885,0.9728,9.25,52.0,6.94,14.2,8.6,954.3,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.4011,0.4874
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-22T08:00:00+00:00,2026-02-22T13:00:00+05:00,14,1,t2,0.5986,0.9036,0.9734,9.18,55.0,6.86,14.2,9.6,952.9,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.7223,0.1813
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-22T09:00:00+00:00,2026-02-22T14:00:00+05:00,15,1,t2,0.548,0.8889,0.9748,8.45,55.0,6.33,13.9,10.0,952.1,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.8171,0.0718
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-22T10:00:00+00:00,2026-02-22T15:00:00+05:00,16,1,t2,0.4775,0.8366,0.97,8.05,54.0,5.96,13.0,9.9,951.5,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.8426,-0.006
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-22T11:00:00+00:00,2026-02-22T16:00:00+05:00,17,1,t2,0.4229,0.8364,0.9737,7.68,53.0,5.4,11.6,9.3,951.2,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.8225,0.0139
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-22T12:00:00+00:00,2026-02-22T17:00:00+05:00,18,1,t2,0.3626,0.7966,0.9779,7.54,57.0,4.08,9.3,7.7,950.7,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.7973,-0.0007
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-22T13:00:00+00:00,2026-02-22T18:00:00+05:00,19,1,t2,0.177,0.7076,0.9531,6.04,68.0,2.51,6.4,5.1,950.4,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.8166,-0.109
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-22T14:00:00+00:00,2026-02-22T19:00:00+05:00,20,1,t2,0.0613,0.5998,0.928,4.16,80.0,1.81,4.4,2.7,949.8,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.7736,-0.1738
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-22T15:00:00+00:00,2026-02-22T20:00:00+05:00,21,1,t2,0.014,0.3945,0.6507,3.31,87.0,1.84,3.0,1.0,949.3,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.5397,-0.1452
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-22T16:00:00+00:00,2026-02-22T21:00:00+05:00,22,1,t2,0.0102,0.2352,0.3889,2.2,90.0,1.66,2.5,0.6,949.3,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.3839,-0.1487
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-22T17:00:00+00:00,2026-02-22T22:00:00+05:00,23,1,t2,0.0101,0.2019,0.3455,1.76,95.0,1.66,2.4,0.9,949.7,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.3637,-0.1618
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-22T18:00:00+00:00,2026-02-22T23:00:00+05:00,24,1,t2,0.0097,0.1602,0.276,1.96,109.0,1.33,2.4,0.4,949.6,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.4632,-0.303
2026-02-22,2026-02-22T18:00:00+00:00,2026-02-22T19:00:00+00:00,2026-02-23T00:00:00+05:00,1,1,t2,0.0093,0.1191,0.2906,2.03,142.0,1.7,2.7,0.0,949.0,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.3424,-0.2233
2026-02-22,2026-02-22T18:00:00+00:00,2026-02-22T20:00:00+00:00,2026-02-23T01:00:00+05:00,2,1,t2,0.0092,0.1025,0.2315,1.57,143.0,1.52,2.5,0.4,948.4,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.2803,-0.1778
2026-02-22,2026-02-22T18:00:00+00:00,2026-02-22T21:00:00+00:00,2026-02-23T02:00:00+05:00,3,1,t2,0.008,0.1198,0.192,1.45,86.0,0.93,2.1,1.4,948.2,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.1746,-0.0548
2026-02-22,2026-02-22T18:00:00+00:00,2026-02-22T22:00:00+00:00,2026-02-23T03:00:00+05:00,4,1,t2,0.008,0.1032,0.1751,2.01,94.0,0.81,1.5,2.3,947.8,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.1476,-0.0444
2026-02-22,2026-02-22T18:00:00+00:00,2026-02-22T23:00:00+00:00,2026-02-23T04:00:00+05:00,5,1,t2,0.0091,0.0936,0.2324,1.25,127.0,0.57,2.5,2.9,947.9,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.0704,0.0232
2026-02-22,2026-02-22T18:00:00+00:00,2026-02-23T00:00:00+00:00,2026-02-23T05:00:00+05:00,6,1,t2,0.009,0.0756,0.2076,1.0,174.0,0.35,2.6,3.0,948.2,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.0824,-0.0068
2026-02-22,2026-02-22T18:00:00+00:00,2026-02-23T01:00:00+00:00,2026-02-23T06:00:00+05:00,7,1,t2,0.0086,0.0783,0.1827,2.23,230.0,1.01,2.7,2.4,948.3,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.1272,-0.0489
2026-02-22,2026-02-22T18:00:00+00:00,2026-02-23T02:00:00+00:00,2026-02-23T07:00:00+05:00,8,1,t2,0.0082,0.1101,0.1536,3.89,250.0,1.85,2.8,1.8,948.7,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.0995,0.0106
2026-02-22,2026-02-22T18:00:00+00:00,2026-02-23T03:00:00+00:00,2026-02-23T08:00:00+05:00,9,1,t2,0.0084,0.0868,0.2024,4.28,247.0,2.44,3.1,3.7,949.9,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.0841,0.0027
2026-02-22,2026-02-22T18:00:00+00:00,2026-02-23T04:00:00+00:00,2026-02-23T09:00:00+05:00,10,1,t2,0.0085,0.1014,0.2347,4.06,251.0,2.28,3.8,6.5,950.8,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.0874,0.014
2026-02-22,2026-02-22T18:00:00+00:00,2026-02-23T05:00:00+00:00,2026-02-23T10:00:00+05:00,11,1,t2,0.0095,0.1541,0.2699,4.03,263.0,2.91,6.3,8.1,950.9,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.1447,0.0094
2026-02-22,2026-02-22T18:00:00+00:00,2026-02-23T06:00:00+00:00,2026-02-23T11:00:00+05:00,12,1,t2,0.0107,0.1607,0.3138,4.6,271.0,3.5,4.5,9.0,950.9,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.1434,0.0173
2026-02-22,2026-02-22T18:00:00+00:00,2026-02-23T07:00:00+00:00,2026-02-23T12:00:00+05:00,13,1,t2,0.0159,0.1944,0.4288,4.35,283.0,3.47,7.1,9.3,950.9,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.2545,-0.0601
2026-02-22,2026-02-22T18:00:00+00:00,2026-02-23T08:00:00+00:00,2026-02-23T13:00:00+05:00,14,1,t2,0.0291,0.3621,0.6918,5.08,291.0,4.04,10.0,8.9,950.6,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.3667,-0.0046
2026-02-22,2026-02-22T18:00:00+00:00,2026-02-23T09:00:00+00:00,2026-02-23T14:00:00+05:00,15,1,t2,0.1036,0.4519,0.8661,6.45,284.0,4.79,10.8,7.7,950.9,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.3951,0.0568
2026-02-22,2026-02-22T18:00:00+00:00,2026-02-23T10:00:00+00:00,2026-02-23T15:00:00+05:00,16,1,t2,0.1348,0.491,0.8282,6.6,269.0,4.8,10.7,7.4,951.4,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.4483,0.0427
2026-02-22,2026-02-22T18:00:00+00:00,2026-02-23T11:00:00+00:00,2026-02-23T16:00:00+05:00,17,1,t2,0.123,0.5362,0.8846,8.5,268.0,5.77,11.0,6.4,952.1,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.4909,0.0453
2026-02-22,2026-02-22T18:00:00+00:00,2026-02-23T12:00:00+00:00,2026-02-23T17:00:00+05:00,18,1,t2,0.284,0.6414,0.9221,8.31,268.0,5.33,10.9,5.5,952.8,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.6357,0.0057
2026-02-22,2026-02-22T18:00:00+00:00,2026-02-23T13:00:00+00:00,2026-02-23T18:00:00+05:00,19,1,t2,0.3573,0.6901,0.9521,8.87,263.0,5.64,11.0,4.7,953.6,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.7002,-0.0101
2026-02-22,2026-02-22T18:00:00+00:00,2026-02-23T14:00:00+00:00,2026-02-23T19:00:00+05:00,20,1,t2,0.4264,0.7182,0.975,9.6,258.0,6.25,11.4,3.7,954.4,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.7052,0.013
2026-02-22,2026-02-22T18:00:00+00:00,2026-02-23T15:00:00+00:00,2026-02-23T20:00:00+05:00,21,1,t2,0.3787,0.6743,0.9871,10.14,260.0,6.73,11.2,2.6,955.2,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.7762,-0.1019
2026-02-22,2026-02-22T18:00:00+00:00,2026-02-23T16:00:00+00:00,2026-02-23T21:00:00+05:00,22,1,t2,0.3259,0.6758,0.9494,10.59,258.0,7.04,10.1,1.2,956.0,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.7601,-0.0843
2026-02-22,2026-02-22T18:00:00+00:00,2026-02-23T17:00:00+00:00,2026-02-23T22:00:00+05:00,23,1,t2,0.6129,0.7808,0.9585,11.21,254.0,7.62,10.1,0.2,957.0,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.8334,-0.0526
2026-02-22,2026-02-22T18:00:00+00:00,2026-02-23T18:00:00+00:00,2026-02-23T23:00:00+05:00,24,1,t2,0.6359,0.8679,0.9765,10.38,249.0,6.84,11.3,-0.3,956.7,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.8667,0.0012
2026-02-23,2026-02-23T18:00:00+00:00,2026-02-23T19:00:00+00:00,2026-02-24T00:00:00+05:00,1,1,t2,0.6576,0.8828,0.9761,9.95,244.0,6.75,13.5,-1.3,956.9,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.9122,-0.0294
2026-02-23,2026-02-23T18:00:00+00:00,2026-02-23T20:00:00+00:00,2026-02-24T01:00:00+05:00,2,1,t2,0.4882,0.9033,0.9812,9.1,236.0,6.1,14.6,-2.0,956.9,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.8619,0.0414
2026-02-23,2026-02-23T18:00:00+00:00,2026-02-23T21:00:00+00:00,2026-02-24T02:00:00+05:00,3,1,t2,0.3999,0.8362,0.9843,8.43,233.0,5.66,15.1,-2.4,956.8,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.7887,0.0475
2026-02-23,2026-02-23T18:00:00+00:00,2026-02-23T22:00:00+00:00,2026-02-24T03:00:00+05:00,4,1,t2,0.3727,0.8094,0.982,8.03,235.0,5.39,15.1,-2.6,956.6,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.7875,0.0219
2026-02-23,2026-02-23T18:00:00+00:00,2026-02-23T23:00:00+00:00,2026-02-24T04:00:00+05:00,5,1,t2,0.3551,0.7577,0.9735,7.89,233.0,5.42,14.6,-2.8,956.5,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.7717,-0.014
2026-02-23,2026-02-23T18:00:00+00:00,2026-02-24T00:00:00+00:00,2026-02-24T05:00:00+05:00,6,1,t2,0.2634,0.6105,0.9683,7.04,231.0,4.71,11.1,-3.0,956.4,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.7771,-0.1666
2026-02-23,2026-02-23T18:00:00+00:00,2026-02-24T01:00:00+00:00,2026-02-24T06:00:00+05:00,7,1,t2,0.2656,0.5888,0.9571,7.13,229.0,4.32,10.3,-2.9,956.6,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.7461,-0.1573
2026-02-23,2026-02-23T18:00:00+00:00,2026-02-24T02:00:00+00:00,2026-02-24T07:00:00+05:00,8,1,t2,0.1938,0.5216,0.9447,6.99,235.0,4.22,10.0,-2.8,956.7,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.6577,-0.1361
2026-02-23,2026-02-23T18:00:00+00:00,2026-02-24T03:00:00+00:00,2026-02-24T08:00:00+05:00,9,1,t2,0.0892,0.4764,0.9159,6.66,237.0,4.65,9.4,-2.4,957.2,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.5079,-0.0315
2026-02-23,2026-02-23T18:00:00+00:00,2026-02-24T04:00:00+00:00,2026-02-24T09:00:00+05:00,10,1,t2,0.0842,0.4362,0.9142,6.6,242.0,4.79,10.0,-1.8,957.5,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.4973,-0.0611
2026-02-23,2026-02-23T18:00:00+00:00,2026-02-24T05:00:00+00:00,2026-02-24T10:00:00+05:00,11,1,t2,0.1027,0.3867,0.8407,6.74,249.0,4.97,10.8,-0.9,957.6,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.4798,-0.0931
2026-02-23,2026-02-23T18:00:00+00:00,2026-02-24T06:00:00+00:00,2026-02-24T11:00:00+05:00,12,1,t2,0.1277,0.4188,0.797,5.85,255.0,4.44,12.3,-0.3,957.6,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.5032,-0.0844
2026-02-23,2026-02-23T18:00:00+00:00,2026-02-24T07:00:00+00:00,2026-02-24T12:00:00+05:00,13,1,t2,0.1333,0.4534,0.7772,6.15,255.0,4.64,12.9,-0.1,957.8,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31,0.5036,-0.0502
